estado,municipio,cp,asentamiento,tipo
México,Huixquilucan,52799,"Agua Bendita",Ranchería
México,Huixquilucan,52799,"Agua Blanca",Ranchería
México,Huixquilucan,52799,"El Laurel",Ranchería
México,Huixquilucan,52799,"Llano Grande",Ranchería
México,Huixquilucan,52799,"Piedra Grande",Ranchería
México,"Isidro Fabela",54480,Tlazala,Colonia
México,"Isidro Fabela",54480,"Tlazala de Fabela",Pueblo
México,"Isidro Fabela",54483,Laureles,Colonia
México,"Isidro Fabela",54484,Miraflores,Colonia
México,"Isidro Fabela",54485,"La Palma",Colonia
México,"Isidro Fabela",54486,Aurora,Colonia
México,"Isidro Fabela",54490,Miraflores,Ejido
México,"Isidro Fabela",54493,"Palma (Ejido San Francisco)",Ejido
México,"Isidro Fabela",54494,"Los Jarros",Ejido
México,"Isidro Fabela",54495,"Cañada de Onofres",Ejido
México,Ixtapaluca,56530,"Capilla I","Unidad habitacional"
México,Ixtapaluca,56530,"Capilla III","Unidad habitacional"
México,Ixtapaluca,56530,"Geovillas San Jacinto",Fraccionamiento
México,Ixtapaluca,56530,"Ixtapaluca Centro",Colonia
México,Ixtapaluca,56530,"Jacarandas I y II",Fraccionamiento
México,Ixtapaluca,56530,"La Era",Colonia
México,Ixtapaluca,56530,"La Venta",Colonia
México,Ixtapaluca,56530,"Real del Campo",Fraccionamiento
México,Ixtapaluca,56530,Zoquiapan,Colonia
México,Ixtapaluca,56535,"El Capulín",Ejido
México,Ixtapaluca,56535,"Geovillas Santa Bárbara",Fraccionamiento
México,Ixtapaluca,56535,"Hacienda las Palmas I y II","Conjunto habitaciona"
México,Ixtapaluca,56535,"Jardín Industrial","Zona industrial"
México,Ixtapaluca,56535,"Las Palmas Tercera Etapa","Conjunto habitaciona"
México,Ixtapaluca,56536,"San Buenaventura",Fraccionamiento
México,Ixtapaluca,56536,"San José de la Palma","Unidad habitacional"
México,Ixtapaluca,56537,Acozac,Fraccionamiento
México,Ixtapaluca,56537,"Capilla II","Unidad habitacional"
México,Ixtapaluca,56537,"Capilla IV","Unidad habitacional"
México,Ixtapaluca,56537,Tezontle-Zoquiapan,Colonia
México,Ixtapaluca,56538,"Santa Bárbara",Colonia
México,Ixtapaluca,56539,"El Caracol",Colonia
México,Ixtapaluca,56539,"La Huerta",Colonia
México,Ixtapaluca,56539,"La Magdalena",Colonia
México,Ixtapaluca,56540,Citlalmina,Colonia
México,Ixtapaluca,56540,"Rancho el Carmen","Unidad habitacional"
México,Ixtapaluca,56550,Derramadero,Colonia
México,Ixtapaluca,56550,"Emiliano Zapata",Colonia
México,Ixtapaluca,56553,"El Molino",Colonia
México,Ixtapaluca,56555,"Residencial Ayotla",Fraccionamiento
México,Ixtapaluca,56556,"José de la Mora",Fraccionamiento
México,Ixtapaluca,56556,Tlapacoya,Pueblo
México,Ixtapaluca,56558,"Ampliación Emiliano Zapata",Colonia
México,Ixtapaluca,56560,Ayotla,Pueblo
México,Ixtapaluca,56560,"El Calvario",Colonia
México,Ixtapaluca,56563,"Loma Bonita",Colonia
México,Ixtapaluca,56564,"El Mirador",Colonia
México,Ixtapaluca,56565,"Ampliación Acozac",Colonia
México,Ixtapaluca,56565,"Linda Vista",Colonia
México,Ixtapaluca,56565,"Lomas de Ayotla",Colonia
México,Ixtapaluca,56565,Magisterial,"Unidad habitacional"
México,Ixtapaluca,56565,"Santo Tomás",Colonia
México,Ixtapaluca,56566,"6 de Junio",Colonia
México,Ixtapaluca,56566,"Ampliación 6 de Junio",Colonia
México,Ixtapaluca,56566,Caserío,"Unidad habitacional"
México,Ixtapaluca,56566,"Fermín Álvarez",Colonia
México,Ixtapaluca,56566,"Geovillas de Ayotla",Fraccionamiento
México,Ixtapaluca,56566,Ilhuicamina,Colonia
México,Ixtapaluca,56566,Izcalli,Fraccionamiento
México,Ixtapaluca,56566,"La Retama",Colonia
México,Ixtapaluca,56566,Lavaderos,Colonia
México,Ixtapaluca,56566,"Luis Donaldo Colosio",Colonia
México,Ixtapaluca,56566,"Rancho Guadalupe",Fraccionamiento
México,Ixtapaluca,56566,"Rancho San José","Unidad habitacional"
México,Ixtapaluca,56566,"Rigoberta Menchú",Colonia
México,Ixtapaluca,56566,"Vergel de Guadalupe",Colonia
México,Ixtapaluca,56567,"Ampliación Escalerillas",Colonia
México,Ixtapaluca,56567,"Ampliación Morelos",Colonia
México,Ixtapaluca,56567,"Buena Vista",Colonia
México,Ixtapaluca,56567,"Cerro del Tejolote",Colonia
México,Ixtapaluca,56567,Contadero,Colonia
México,Ixtapaluca,56567,Escalerillas,Colonia
México,Ixtapaluca,56567,Guadalupana,Colonia
México,Ixtapaluca,56567,"Humberto Gutiérrez",Colonia
México,Ixtapaluca,56567,"Lomas de Ixtapaluca",Fraccionamiento
México,Ixtapaluca,56567,"Melchor Ocampo I, II, III, IV y V",Colonia
México,Ixtapaluca,56567,Morelos,Colonia
México,Ixtapaluca,56567,"Ricardo Calva Reyes",Colonia
México,Ixtapaluca,56567,"Wenceslao Victoria Soto",Colonia
México,Ixtapaluca,56568,"El Capulín",Colonia
México,Ixtapaluca,56568,"Nueva Antorchista",Colonia
México,Ixtapaluca,56568,"Unión Antorchista",Colonia
México,Ixtapaluca,56569,"1° de Mayo",Colonia
México,Ixtapaluca,56569,"El Mirto",Colonia
México,Ixtapaluca,56569,"El Nopalito",Colonia
México,Ixtapaluca,56569,"Rincón del Bosque",Colonia
México,Ixtapaluca,56569,"San Miguel",Colonia
México,Ixtapaluca,56570,Arbolada,Fraccionamiento
México,Ixtapaluca,56570,"Geovillas Ixtapaluca 2000","Unidad habitacional"
México,Ixtapaluca,56576,"18 de Agosto",Colonia
México,Ixtapaluca,56576,"Aquiles Córdoba",Colonia
México,Ixtapaluca,56576,"Estado de México",Colonia
México,Ixtapaluca,56576,"Luis Cordova Reyes",Colonia
México,Ixtapaluca,56576,"Residencial Park",Fraccionamiento
México,Ixtapaluca,56576,"Rey Izcoatl",Colonia
México,Ixtapaluca,56576,"San Antonio","Unidad habitacional"
México,Ixtapaluca,56576,"San Antonio",Colonia
México,Ixtapaluca,56576,"San Juan Tlalpizahuac",Colonia
México,Ixtapaluca,56576,Tlacaelel,Colonia
México,Ixtapaluca,56576,Tlalpizahuac,Pueblo
México,Ixtapaluca,56577,"Alfredo del Mazo",Colonia
México,Ixtapaluca,56577,"Hornos Santa Bárbara",Colonia
México,Ixtapaluca,56577,"Santa Cruz Tlalpizahuac",Colonia
México,Ixtapaluca,56577,"Santa Cruz Tlapacoya",Colonia
México,Ixtapaluca,56577,"Valle Verde",Colonia
México,Ixtapaluca,56579,"20 de Noviembre",Colonia
México,Ixtapaluca,56580,Coatepec,Pueblo
México,Ixtapaluca,56580,Independencia,Colonia
México,Ixtapaluca,56580,"Lomas de Coatepec",Colonia
México,Ixtapaluca,56580,"Rancho Verde I y II",Colonia
México,Ixtapaluca,56580,"Rosa de Castilla",Colonia
México,Ixtapaluca,56580,"San Juan",Colonia
México,Ixtapaluca,56584,"La Mesa",Colonia
México,Ixtapaluca,56584,"La Pastoría",Ranchería
México,Ixtapaluca,56584,"Pueblo Nuevo (San Isidro Labrador)",Colonia
México,Ixtapaluca,56584,Tetitla,Colonia
México,Ixtapaluca,56585,Chililico,Ejido
México,Ixtapaluca,56585,"El Rayo",Colonia
México,Ixtapaluca,56585,"Elsa Córdova Morán",Colonia
México,Ixtapaluca,56585,"Jesús María",Colonia
México,Ixtapaluca,56585,"La Esperanza",Colonia
México,Ixtapaluca,56585,"Los Héroes","Unidad habitacional"
México,Ixtapaluca,56585,"Plutarco Elias Calles",Colonia
México,Ixtapaluca,56585,"Rosa de San Francisco","Unidad habitacional"
México,Ixtapaluca,56586,"Geovillas Jesús María",Fraccionamiento
México,Ixtapaluca,56586,Tlayehuale,Colonia
México,Ixtapaluca,56587,"Ampliación San Francisco",Colonia
México,Ixtapaluca,56587,"Francisco Santillán (Atzizintla Tres)",Ranchería
México,Ixtapaluca,56587,"Los Hornos",Colonia
México,Ixtapaluca,56587,"Mirador de San Francisco",Colonia
México,Ixtapaluca,56587,"San Francisco (Las Joyas)",Ejido
México,Ixtapaluca,56587,"San Francisco Acuautla",Pueblo
México,Ixtapaluca,56588,"Ampliación Tejalpa",Colonia
México,Ixtapaluca,56588,"Ejido la Virgen",Colonia
México,Ixtapaluca,56588,"El Carmen",Colonia
México,Ixtapaluca,56588,"El Patronato del Maguey (Santa Rosa)",Ejido
México,Ixtapaluca,56588,"El Pozo del Venado",Ejido
México,Ixtapaluca,56588,"Juan Antonio Soberanes",Colonia
México,Ixtapaluca,56588,"Julio Chávez López (UPREZ)",Colonia
México,Ixtapaluca,56588,"Linderos de Ixtapaluca (El Tablón)",Ejido
México,Ixtapaluca,56588,"Puente del Tablón",Ejido
México,Ixtapaluca,56588,"Puente el Mezquite",Ejido
México,Ixtapaluca,56588,Tejalpa,Colonia
México,Ixtapaluca,56588,"Xalpa (Camino de los Alcanfores)",Ejido
México,Ixtapaluca,56589,"Ampliación Zoquiapan",Colonia
México,Ixtapaluca,56589,"Bezana Canutillo",Colonia
México,Ixtapaluca,56589,"Camino a Mina Milagro (El Potrero)",Colonia
México,Ixtapaluca,56589,"Camino Mina Rosita",Colonia
México,Ixtapaluca,56589,"Cuatro Vientos",Fraccionamiento
México,Ixtapaluca,56589,"Hornos de Zoquiapan",Colonia
México,Ixtapaluca,56589,"Huertas de Canutillo",Pueblo
México,Ixtapaluca,56589,"Jorge Jiménez Cantú",Colonia
México,Ixtapaluca,56589,"La Cañada",Colonia
México,Ixtapaluca,56589,"Margarita Moran",Colonia
México,Ixtapaluca,56589,"San Jerónimo Cuatro Vientos",Colonia
México,Ixtapaluca,56589,Teponaxtle,Colonia
México,Ixtapaluca,56590,"El Guarda",Ranchería
México,Ixtapaluca,56590,"Llano Grande (Rancho Viejo)",Colonia
México,Ixtapaluca,56590,"Río Frío de Juárez",Pueblo
México,Ixtapaluca,56599,"El Campamento (Las Cocinas)",Ejido
México,Ixtapaluca,56599,"El Corazón",Colonia
México,Ixtapaluca,56599,"El Cuarenta",Ranchería
México,Ixtapaluca,56599,"El Treinta y Nueve (Dos Jagüeyes)",Ejido
México,Ixtapaluca,56599,"El Treinta y Siete (Kilómetro 19)",Ejido
México,Ixtapaluca,56599,"General Manuel Avila Camacho",Pueblo
México,Ixtapaluca,56599,"Loma Ancha",Ranchería
México,Ixtapaluca,56599,"Los Cedros",Ejido
México,Ixtapaluca,56599,"San Isidro",Ranchería
